Time Real Imag
1.163245356793743829e-01 8.374950221233554704e-01 1.213954696146541182e-02
1.173020527859237605e-01 8.415533364496258217e-01 4.782743855031806324e-01
1.182795698924731242e-01 5.734980115724059857e-01 9.878874179445138459e-01
1.192570869990224880e-01 8.532000307741351153e-02 1.352193746507409422e+00
1.202346041055718517e-01 -6.179242852300230737e-01 1.338048591262690490e+00
1.212121212121212155e-01 -1.231711073738831930e+00 1.039174182076056052e+00
1.221896383186705792e-01 -1.679191317077675105e+00 3.664913666052530550e-01
1.231671554252199430e-01 -1.773521522921963633e+00 -4.462710637670882496e-01
1.241446725317693067e-01 -1.492465406826420038e+00 -1.284866628456284854e+00
1.251221896383186705e-01 -8.150936956462463412e-01 -1.912623381140877710e+00
1.260997067448680342e-01 1.044602227869851352e-01 -2.129993286396046681e+00
1.270772238514173980e-01 1.125965361271317855e+00 -1.934897288450941666e+00
1.280547409579667617e-01 1.929883043490477235e+00 -1.260146919618121197e+00
1.290322580645161255e-01 2.351894267169619024e+00 -3.250054964318924711e-01
1.300097751710654892e-01 2.283578923218689827e+00 7.370620012728927861e-01
1.309872922776148529e-01 1.703068960069457516e+00 1.698930115119393403e+00
1.319648093841642167e-01 7.947974026091388922e-01 2.300416773361314782e+00
1.329423264907135804e-01 -2.812216665611635968e-01 2.398731498730737322e+00
1.339198435972629442e-01 -1.282551750496168985e+00 2.050788310528140368e+00
1.348973607038123079e-01 -2.043341116877475105e+00 1.246902884812074230e+00
1.358748778103616717e-01 -2.323612176063433843e+00 2.223399453399774461e-01
1.368523949169110354e-01 -2.142824018651447116e+00 -7.738276286873201348e-01
1.378299120234603992e-01 -1.533310830447841333e+00 -1.604435547422552899e+00
1.388074291300097629e-01 -6.242508034846749876e-01 -2.067140934771087846e+00
1.397849462365591267e-01 3.029802828900945988e-01 -1.991773912983236139e+00
1.407624633431084904e-01 1.125707209901358086e+00 -1.593472032085137657e+00
1.417399804496578819e-01 1.630866040159248742e+00 -8.548317442387080023e-01
1.427174975562072456e-01 1.759447828325070740e+00 -4.912455921043141355e-02
1.436950146627566094e-01 1.412595611209801927e+00 6.812259232136146370e-01
1.446725317693059731e-01 8.745223091727404308e-01 1.113271529350054356e+00
1.456500488758553369e-01 2.691951692951751185e-01 1.272513157255099836e+00
1.466275659824047006e-01 -3.710937633625958632e-01 1.067698227295391211e+00
1.476050830889540644e-01 -6.894765537625221485e-01 6.596487253985303667e-01
1.485826001955034281e-01 -8.155915300931916301e-01 1.885608417994764641e-01
1.495601173020527919e-01 -6.291058107680007616e-01 -2.212164140024640846e-01
1.505376344086021556e-01 -2.885307497947348088e-01 -4.311096324489104292e-01
1.515151515151515194e-01 6.744010481628170961e-02 -4.191435965921453399e-01
1.524926686217008831e-01 3.232747276313483464e-01 -2.219098489445067157e-01
1.534701857282502468e-01 3.755282504369998886e-01 1.248498422277225378e-01
1.544477028347996106e-01 2.012043143893035291e-01 4.618286138396173746e-01
1.554252199413489743e-01 -1.447055528492178500e-01 5.551320526717962167e-01
1.564027370478983381e-01 -5.551636003330701064e-01 4.931523854044224109e-01
1.573802541544477018e-01 -8.549657416038646263e-01 1.846372551279512331e-01
1.583577712609970656e-01 -9.823802733872798454e-01 -2.800449039149851549e-01
1.593352883675464293e-01 -8.261236161179943416e-01 -8.286194416868900570e-01
1.603128054740957931e-01 -3.873169699578548064e-01 -1.247717161520444096e+00
1.612903225806451568e-01 2.519242306232380435e-01 -1.412563582865494105e+00
1.622678396871945206e-01 9.644552012033295041e-01 -1.236445863786370447e+00
1.632453567937438843e-01 1.518658707065573044e+00 -7.361709960501970906e-01
1.642228739002932481e-01 1.852133828144653549e+00 9.658477506386395003e-03
1.652003910068426118e-01 1.684126869475994770e+00 8.818309344402422978e-01
1.661779081133919755e-01 1.182020295076747329e+00 1.612804223935661030e+00
1.671554252199413393e-01 3.825233594976503171e-01 2.029892619789344543e+00
1.681329423264907030e-01 -5.945880574247264239e-01 2.039691762192580970e+00
1.691104594330400668e-01 -1.452198095962419666e+00 1.576655913706758838e+00
1.700879765395894305e-01 -2.079817409867761757e+00 8.185275235537597949e-01
1.710654936461387943e-01 -2.246087630896615117e+00 -1.733928946204419674e-01
1.720430107526881858e-01 -1.939882486269067119e+00 -1.154017345766362945e+00
1.730205278592375495e-01 -1.267916053996990922e+00 -1.910773293439244513e+00
1.739980449657869133e-01 -2.841267003892610221e-01 -2.188809974561387151e+00
1.749755620723362770e-01 7.067238140843455918e-01 -2.095081627414897341e+00
1.759530791788856408e-01 1.549314457458623284e+00 -1.553340047771534893e+00
1.769305962854350045e-01 2.044983662812128067e+00 -6.733782029303067018e-01
1.779081133919843682e-01 2.033087318338381078e+00 2.418695616151446959e-01
1.788856304985337320e-01 1.666054645881330343e+00 1.099094269090588494e+00
1.798631476050830957e-01 9.600214248853543575e-01 1.628341561233607626e+00
1.808406647116324595e-01 1.105324365387900243e-01 1.830363895728002621e+00
1.818181818181818232e-01 -6.739014875183694242e-01 1.602076344070726632e+00
1.827956989247311870e-01 -1.224780728200136837e+00 1.053972017856118715e+00
1.837732160312805507e-01 -1.446863032337754928e+00 3.696466006546698102e-01
1.847507331378299145e-01 -1.358291964110368566e+00 -3.347414021292415276e-01
1.857282502443792782e-01 -9.509261445413000891e-01 -8.236163787813008952e-01
1.867057673509286420e-01 -4.008447330905028361e-01 -1.032080160004111624e+00
1.876832844574780057e-01 1.357773224161154813e-01 -9.432812994455950228e-01
1.886608015640273694e-01 5.000094676205741884e-01 -6.960360214131176004e-01
1.896383186705767332e-01 6.482190569323191820e-01 -2.507109550554964539e-01
1.906158357771260969e-01 5.021217995842003345e-01 1.133578213152072744e-01
1.915933528836754607e-01 2.565048805014218947e-01 3.843365555687991431e-01
1.925708699902248244e-01 -5.960427358497996653e-02 4.029286803931834693e-01
1.935483870967741882e-01 -3.049905485381042003e-01 1.865752413633561535e-01
1.945259042033235519e-01 -4.125645417995853492e-01 -8.812102879904648578e-02
1.955034213098729157e-01 -2.922051804100461170e-01 -4.651076674179649428e-01
1.964809384164222794e-01 1.021683154241299907e-02 -6.406876129565075573e-01
1.974584555229716432e-01 4.951306401671488611e-01 -6.818137360730364138e-01
1.984359726295210069e-01 8.623951870014883170e-01 -3.855270849945113265e-01
1.994134897360703707e-01 1.063691646606609309e+00 7.326405614996386872e-02
2.003910068426197344e-01 9.979410900260722306e-01 6.322151266962146021e-01
2.013685239491690981e-01 6.508967406788170873e-01 1.126194362690151829e+00
2.023460410557184619e-01 5.657706771043545524e-02 1.448589445952527255e+00
2.033235581622678256e-01 -6.316021582855689820e-01 1.398966261226356256e+00
2.043010752688172171e-01 -1.255615912908189413e+00 1.067107635416491673e+00
2.052785923753665809e-01 -1.695140361051531874e+00 3.987699747708603470e-01
2.062561094819159446e-01 -1.788828460224185735e+00 -4.374742836090646514e-01
2.072336265884653084e-01 -1.477259761036005647e+00 -1.227054302246704198e+00
2.082111436950146721e-01 -7.810532133556966627e-01 -1.825519430448810265e+00
2.091886608015640359e-01 1.086670827384819266e-01 -2.029275861352781707e+00
2.101661779081133996e-01 9.699135915696792676e-01 -1.792453753943145323e+00
2.111436950146627634e-01 1.691308229697434440e+00 -1.226816010112843358e+00
2.121212121212121271e-01 2.075355712659161966e+00 -3.632621948632661080e-01
2.130987292277614908e-01 2.036949132262392492e+00 6.147539983444854084e-01
2.140762463343108546e-01 1.555560247992051615e+00 1.459338842806059189e+00
2.150537634408602183e-01 7.662954569124793558e-01 1.936253329419717284e+00
2.160312805474095821e-01 -1.737011043219692241e-01 2.054644270307895759e+00
2.170087976539589458e-01 -1.040253212977638508e+00 1.709293178030270255e+00
2.179863147605083096e-01 -1.645053605614803072e+00 1.081391760035469884e+00
2.189638318670576733e-01 -1.902913204746044640e+00 1.980654354995592947e-01
2.199413489736070371e-01 -1.679861626508156069e+00 -6.498844345833512115e-01
2.209188660801564008e-01 -1.201584811858243063e+00 -1.268014296764018223e+00
2.218963831867057646e-01 -4.764265949021777580e-01 -1.594163426156388175e+00
2.228739002932551283e-01 2.515856739774244288e-01 -1.546442095315573306e+00
2.238514173998044920e-01 8.829689150302321154e-01 -1.144291668431146158e+00
2.248289345063538558e-01 1.198986261478563797e+00 -6.026664887283431637e-01
2.258064516129032195e-01 1.190880282745652607e+00 1.127736577126763930e-02
2.267839687194525833e-01 9.217456589020068813e-01 5.303931843874098995e-01
2.277614858260019470e-01 4.780220737549730203e-01 8.114970128342928746e-01
2.287390029325513108e-01 2.318105135578578738e-02 8.213849236203744075e-01
2.297165200391006745e-01 -3.329069438829566074e-01 6.379894571869937359e-01
2.306940371456500383e-01 -4.949167537196315636e-01 2.737468161142759260e-01
2.316715542521994020e-01 -4.608096680740619844e-01 -7.477926326950895541e-02
2.326490713587487658e-01 -2.273784524309240551e-01 -2.669058440627996021e-01
2.336265884652981295e-01 6.369953051390116194e-02 -3.355404758709623070e-01
2.346041055718475210e-01 3.498829819299010269e-01 -1.538036770222537819e-01
2.355816226783968848e-01 4.564503870226145343e-01 1.034928644474341353e-01
2.365591397849462485e-01 3.772395343728298100e-01 4.527721381063793404e-01
2.375366568914956122e-01 8.477667733644735082e-02 6.918960220170128350e-01
2.385141739980449760e-01 -3.306324791448704281e-01 7.602787667712396225e-01
2.394916911045943397e-01 -7.634738595803125527e-01 5.840902794432801803e-01
2.404692082111437035e-01 -1.047155632745401022e+00 1.304703004753344220e-01
2.414467253176930672e-01 -1.124028533157398035e+00 -3.974235480459368253e-01
2.424242424242424310e-01 -8.773218098245119112e-01 -9.857168984447046700e-01
2.434017595307917947e-01 -4.299065972863271301e-01 -1.343552620904549189e+00
2.443792766373411585e-01 2.822577106772570232e-01 -1.478212035159164550e+00
2.453567937438905222e-01 9.293666788552860103e-01 -1.277808077331696879e+00
2.463343108504398860e-01 1.563201074557825532e+00 -7.287799193465565040e-01
2.473118279569892497e-01 1.754095732710037936e+00 -1.390563651516601822e-02
2.482893450635386134e-01 1.624164163172830522e+00 8.102352474765529555e-01
2.492668621700879772e-01 1.087413316706125732e+00 1.478988864171412843e+00
2.502443792766373409e-01 3.698376917937341024e-01 1.861223782176271824e+00
2.512218963831867047e-01 -5.032619845703681927e-01 1.847465425950160833e+00
2.521994134897360684e-01 -1.303390673188688398e+00 1.455697932311121656e+00
2.531769305962854322e-01 -1.822387324820934795e+00 7.635107395170783740e-01
2.541544477028347959e-01 -2.018296455084429120e+00 -1.455605454464096171e-01
2.551319648093841597e-01 -1.707410184048796076e+00 -9.417651678373525348e-01
2.561094819159335234e-01 -1.069942184224770720e+00 -1.587368740774788733e+00
2.570869990224828872e-01 -2.700262219638969730e-01 -1.891625996632937179e+00
2.580645161290322509e-01 5.682785203451689027e-01 -1.766135143326088341e+00
2.590420332355816146e-01 1.260777751039377170e+00 -1.279890997344095505e+00
2.600195503421309784e-01 1.604446663841682996e+00 -5.273401404752730004e-01
2.609970674486803421e-01 1.682217549137240420e+00 2.094093569438343350e-01
2.619745845552297059e-01 1.284872198594997350e+00 9.085867362371716771e-01
2.629521016617790696e-01 7.434998466371908199e-01 1.284753502505650236e+00
2.639296187683284334e-01 5.613566630445927796e-02 1.357154672424245812e+00
2.649071358748777971e-01 -5.378511593506868360e-01 1.178660664122053392e+00
2.658846529814271609e-01 -9.147447004940530979e-01 7.060648312064735643e-01
2.668621700879765246e-01 -1.041840133154225967e+00 2.042001266205508703e-01
2.678396871945258884e-01 -8.397907731699674194e-01 -3.048601455833277463e-01
2.688172043010752521e-01 -5.390338632373977701e-01 -5.993834516444398464e-01
2.697947214076246158e-01 -1.326436616955545267e-01 -7.177347896058525745e-01
2.707722385141739796e-01 1.947973426939260400e-01 -5.378937520347261136e-01
2.717497556207233433e-01 4.168928569926563799e-01 -2.653561827696747644e-01
2.727272727272727071e-01 3.879395430870825057e-01 5.032610872432816129e-02
2.737047898338220708e-01 1.681890235205052986e-01 2.579303834520176308e-01
2.746823069403714346e-01 -8.291396792644259439e-02 3.495101869065017075e-01
2.756598240469207983e-01 -3.471826354099405432e-01 1.919527966855014145e-01
2.766373411534701621e-01 -5.132787481102615290e-01 -2.900541312193277363e-02
2.776148582600195258e-01 -4.842705123058247407e-01 -4.308079451110193303e-01
2.785923753665688896e-01 -2.625344224848689678e-01 -7.326754047353291055e-01
2.795698924731182533e-01 2.096147501929137014e-01 -8.398574234018945095e-01
2.805474095796676171e-01 6.179123051073099893e-01 -7.235443641340273402e-01
2.815249266862169808e-01 1.001252411951857768e+00 -3.915741513240430516e-01
2.825024437927664001e-01 1.162389775278726889e+00 1.449385592097175435e-01
2.834799608993157638e-01 1.091837428422953282e+00 7.251468204218702862e-01
2.844574780058651275e-01 6.564355984189351734e-01 1.196344802136880547e+00
2.854349951124144913e-01 6.138595742624830542e-02 1.433292160096758749e+00
2.864125122189638550e-01 -5.951874386293088959e-01 1.395784912538343692e+00
2.873900293255132188e-01 -1.205266576746300666e+00 1.046009013582374969e+00
2.883675464320625825e-01 -1.630884219573820015e+00 3.816461488471258878e-01
2.893450635386119463e-01 -1.677160608582730861e+00 -4.143227909883048232e-01
2.903225806451613100e-01 -1.351689143864103659e+00 -1.108085916518523728e+00
2.913000977517106738e-01 -7.604875655130570733e-01 -1.601279365851096648e+00
2.922776148582600375e-01 5.936507709277547007e-02 -1.825810728307292852e+00
2.932551319648094013e-01 8.700284249319275576e-01 -1.620246768976575602e+00
2.942326490713587650e-01 1.501246802536033487e+00 -1.117087827350821350e+00
2.952101661779081287e-01 1.824716543703613691e+00 -2.896872650165481233e-01
2.961876832844574925e-01 1.758567101456652182e+00 4.843193991829822243e-01
2.971652003910068562e-01 1.329732674443888873e+00 1.219917419703930861e+00
2.981427174975562200e-01 6.350788061063141754e-01 1.603530721496781108e+00
2.991202346041055837e-01 -1.381731501782475779e-01 1.652829434598539260e+00
3.000977517106549475e-01 -8.499246903987518476e-01 1.391202018197482015e+00
3.010752688172043112e-01 -1.329339333930624534e+00 8.230212638226188648e-01
3.020527859237536750e-01 -1.499835084372352023e+00 1.083093371335495381e-01
3.030303030303030387e-01 -1.333730063160072143e+00 -5.398684003212993465e-01
3.040078201368524025e-01 -8.769896434475156211e-01 -9.888728744451202868e-01
3.049853372434017662e-01 -3.002494633405001778e-01 -1.188059565998369260e+00
3.059628543499511300e-01 2.599196305365633064e-01 -1.109726079230051843e+00
3.069403714565004937e-01 6.670833261679354198e-01 -7.674436569795333174e-01
3.079178885630498574e-01 8.663312849694844164e-01 -3.309655489433698250e-01
3.088954056695992212e-01 7.965936077488050548e-01 7.604762630377939758e-02
3.098729227761485849e-01 5.177198753388747576e-01 4.142760744707095766e-01
3.108504398826979487e-01 2.217624446231410973e-01 5.341406683745245632e-01
3.118279569892473124e-01 -1.067440681540949982e-01 4.792171708228225580e-01
3.128054740957966762e-01 -3.182960763580099939e-01 2.406554641162985952e-01
3.137829912023460399e-01 -3.515719137421870477e-01 -5.381067284328124728e-02
3.147605083088954037e-01 -2.090612015181930461e-01 -2.586367523278358393e-01
3.157380254154447674e-01 4.097897385927398023e-02 -3.599151019849783362e-01
3.167155425219941312e-01 3.573276804312426336e-01 -2.738698998151954944e-01
3.176930596285434949e-01 5.617188840774588465e-01 -3.976364945658861921e-02
3.186705767350928586e-01 5.593858179162320976e-01 2.860903023671195200e-01
3.196480938416422224e-01 3.775988150708693425e-01 6.492038454202886388e-01
3.206256109481915861e-01 1.364141559804254479e-02 8.381144820303095822e-01
3.216031280547409499e-01 -4.943977551352544131e-01 8.572852961027439544e-01
3.225806451612903136e-01 -9.080695116870558525e-01 6.089634121507148112e-01
3.235581622678396774e-01 -1.110959808511833957e+00 1.467871836155208720e-01
3.245356793743890411e-01 -1.205718134242317552e+00 -4.013797567605048022e-01
3.255131964809384049e-01 -8.961836484788315849e-01 -9.709110862287569921e-01
3.264907135874877686e-01 -3.906385596934466853e-01 -1.350191646306979631e+00
3.274682306940371324e-01 2.404731339221519992e-01 -1.467020020111745149e+00
3.284457478005864961e-01 8.927413760242279839e-01 -1.209350918120546403e+00
3.294232649071358598e-01 1.416196919044147684e+00 -7.020542153847366684e-01
3.304007820136852236e-01 1.635748116491351434e+00 -5.444796531081456947e-02
3.313782991202345873e-01 1.521427559292758858e+00 6.995112612285936393e-01
3.323558162267839511e-01 1.042261673822242329e+00 1.340386650516104172e+00
3.333333333333333148e-01 3.419916075649134801e-01 1.676318543965040764e+00
3.343108504398826786e-01 -4.295910102756678728e-01 1.668534003339008143e+00
3.352883675464320423e-01 -1.102586724386642514e+00 1.296893225068186162e+00
3.362658846529814061e-01 -1.583224489519599931e+00 6.711635237890152261e-01
3.372434017595307698e-01 -1.656954610823075047e+00 -1.146882983638419506e-01
3.382209188660801336e-01 -1.419947890420512060e+00 -7.749138205006275149e-01
3.391984359726294973e-01 -9.272575623990494398e-01 -1.318935682481525706e+00
3.401759530791788610e-01 -2.178534078639394467e-01 -1.508937900814188104e+00
3.411534701857282248e-01 4.931792963300333787e-01 -1.414426231786082955e+00
3.421309872922775885e-01 9.970417625998223565e-01 -1.019440952252018029e+00
3.431085043988269523e-01 1.277263561073545217e+00 -4.204498402294646886e-01
3.440860215053763715e-01 1.233529898383707302e+00 2.119175946663612309e-01
3.450635386119257353e-01 9.858667358572685835e-01 7.051489762743592404e-01
3.460410557184750990e-01 5.131262238833481648e-01 9.700616150788179404e-01
3.470185728250244628e-01 -1.704161356233816621e-02 1.004386350943507811e+00
3.479960899315738265e-01 -3.991986718888821950e-01 7.715277545961657379e-01
3.489736070381231903e-01 -6.508250516366622662e-01 4.360145092653713861e-01
3.499511241446725540e-01 -7.143281765071011202e-01 3.997807375229076032e-02
3.509286412512219178e-01 -5.146818015688553460e-01 -2.620770471865963569e-01
3.519061583577712815e-01 -2.031883191927432164e-01 -4.056336556197695509e-01
3.528836754643206453e-01 1.185729886478739115e-01 -3.861467599928559147e-01
3.538611925708700090e-01 3.035528638273748969e-01 -2.075111445943901289e-01
3.548387096774193727e-01 3.199950942248458441e-01 5.098728286116132463e-02
3.558162267839687365e-01 2.227803386406869146e-01 3.009098042565622744e-01
3.567937438905181002e-01 -6.962975900120130235e-02 4.266772110302381460e-01
3.577712609970674640e-01 -3.881797411203504744e-01 3.480751411117836147e-01
3.587487781036168277e-01 -5.587558353488962792e-01 1.376364156645167314e-01
3.597262952101661915e-01 -6.187916194427834915e-01 -1.912779856878092377e-01
3.607038123167155552e-01 -5.096697978923317995e-01 -6.028384161809758890e-01
3.616813294232649190e-01 -2.381276822722687148e-01 -8.497923308487751459e-01
3.626588465298142827e-01 2.649828931911815677e-01 -9.346740218895764896e-01
3.636363636363636465e-01 7.470935451862192878e-01 -7.950990626512514092e-01
3.646138807429130102e-01 1.095165463606458278e+00 -3.924257846990455989e-01
3.655913978494623739e-01 1.219947552347448116e+00 1.356181296556014382e-01
3.665689149560117377e-01 1.088716857079253142e+00 6.883265586317206530e-01
3.675464320625611014e-01 6.644703126452152775e-01 1.194718948314088314e+00
3.685239491691104652e-01 1.102884603428282012e-01 1.402179246328087547e+00
